VideoName,ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
00210.mp4,7,226,A,2,1,2,0,0,537,505,1009,399,8,A
00211.mp4,1,44,B,2,1,2,610,537,549,516,642,327,1,X
00211.mp4,2,53,B,2,2,2,581,529,540,506,618,312,9,X
00211.mp4,3,64,A,2,1,2,638,326,678,310,562,474,6,X
00211.mp4,4,107,A,2,2,2,690,314,635,296,639,549,1,A
00212.mp4,1,32,A,2,1,2,0,0,645,430,541,576,1,X
00212.mp4,2,52,B,2,2,2,0,0,633,418,545,565,8,X
00212.mp4,3,74,A,2,2,2,520,457,548,443,613,553,8,X
00212.mp4,4,108,B,2,2,1,768,645,736,625,690,425,3,X
00212.mp4,5,140,B,2,2,2,738,620,705,401,726,425,6,X
00212.mp4,6,168,A,2,2,2,0,0,658,557,1009,399,6,X
00212.mp4,7,201,B,2,2,1,555,621,560,603,587,404,3,X
00212.mp4,8,238,A,2,1,2,0,0,602,597,1010,400,6,X
00212.mp4,9,267,A,2,2,2,0,0,643,527,1010,400,6,X
00212.mp4,10,318,A,2,2,2,0,0,601,554,1010,401,8,X
00212.mp4,11,329,A,2,1,2,0,0,595,563,569,575,8,A
00213.mp4,1,24,B,2,1,2,0,0,311,414,722,318,1,X
00213.mp4,2,34,A,2,1,2,632,358,716,337,631,510,1,X
00213.mp4,3,55,A,2,1,2,0,0,299,423,642,523,6,X
00213.mp4,4,68,B,2,1,2,663,537,640,518,627,351,6,A
00214.mp4,1,33,B,2,1,2,656,504,666,485,1139,418,1,X
00214.mp4,2,63,A,2,2,1,568,258,597,496,1139,418,5,X
00214.mp4,3,78,B,2,2,2,616,532,666,521,1140,418,6,X
00214.mp4,4,112,A,2,1,2,604,307,594,486,1141,419,6,X
00214.mp4,5,142,B,1,2,1,831,577,812,554,1137,419,5,X
00214.mp4,6,157,A,2,2,2,787,271,754,562,1141,419,6,X
00214.mp4,7,186,B,2,1,2,775,476,770,459,1140,419,6,X
00214.mp4,8,212,A,2,2,2,751,340,742,432,1140,418,8,X
00214.mp4,9,251,B,2,2,1,722,605,727,578,1138,417,3,X
00214.mp4,10,271,A,2,2,2,558,280,693,589,1138,419,6,X
00214.mp4,11,304,B,2,2,2,511,468,552,417,1141,420,6,A
00215.mp4,1,46,B,2,2,2,638,492,619,461,631,329,6,X
00215.mp4,2,80,A,2,2,1,791,277,715,515,728,533,5,X
00215.mp4,3,89,B,2,2,1,801,540,719,524,265,297,4,X
00215.mp4,4,113,A,2,2,1,510,300,269,295,682,559,6,X
00215.mp4,5,142,B,2,1,2,437,525,505,471,524,286,6,X
00215.mp4,6,180,A,2,1,2,810,370,524,483,266,298,8,X
00215.mp4,7,209,B,2,2,2,816,463,755,428,767,348,6,X
00215.mp4,8,240,A,2,1,2,0,0,267,294,692,434,8,X
00215.mp4,9,263,B,2,2,2,532,0,270,297,615,377,6,B
00216.mp4,1,12,B,2,1,2,0,0,589,300,654,505,1,X
00216.mp4,2,25,B,2,1,2,0,0,585,300,655,503,1,X
00216.mp4,3,57,A,2,2,1,531,304,601,512,1155,348,7,X
00216.mp4,4,78,B,2,1,2,528,522,559,495,590,278,6,X
00216.mp4,5,107,A,2,1,2,743,352,619,491,1155,349,8,X
00216.mp4,6,136,B,1,2,1,538,583,499,557,632,324,5,X
00216.mp4,7,190,B,2,2,2,641,511,638,485,267,295,9,X
00216.mp4,8,205,A,2,1,2,0,0,266,295,636,474,6,X
00216.mp4,9,235,B,2,1,2,458,489,536,452,591,324,8,X
00216.mp4,10,261,A,2,2,2,0,0,658,286,584,477,3,X
00216.mp4,11,281,A,1,2,1,723,271,694,511,712,530,5,X
00216.mp4,12,295,B,2,2,2,628,540,611,516,266,298,5,X
00216.mp4,13,324,A,2,1,2,736,352,666,486,267,297,8,X
00216.mp4,14,364,B,2,1,1,451,611,523,592,626,299,7,X
00216.mp4,15,387,A,2,1,2,0,0,268,294,562,588,6,A
00217.mp4,1,47,A,2,1,2,0,0,557,484,1122,389,1,X
00217.mp4,2,81,B,1,2,1,458,574,1128,415,1121,386,5,X
00217.mp4,3,103,A,2,1,2,766,380,514,576,1119,392,6,X
00217.mp4,4,165,A,2,2,2,743,305,1121,394,1130,416,1,X
00217.mp4,5,179,A,2,2,1,738,292,683,466,1131,417,5,X
00217.mp4,6,202,B,2,1,2,21,501,537,460,1120,396,6,X
00217.mp4,7,229,A,2,2,1,736,255,630,483,1121,395,6,X
00217.mp4,8,259,B,2,2,1,850,575,851,561,1122,392,5,X
00217.mp4,9,326,B,2,2,1,782,574,798,554,1123,396,5,X
00217.mp4,10,362,B,2,2,2,517,526,623,515,1121,391,6,X
00217.mp4,11,384,B,2,1,2,498,439,514,421,1128,416,6,B
00218.mp4,1,14,A,2,1,2,700,344,542,532,581,562,1,X
00218.mp4,2,42,B,2,1,2,568,534,544,509,586,345,6,X
00218.mp4,3,84,A,1,2,1,512,292,300,413,579,526,5,X
00218.mp4,4,101,B,2,1,2,430,561,521,548,519,306,6,X
00218.mp4,5,138,B,2,1,2,463,556,592,545,515,366,6,X
00218.mp4,6,154,B,1,2,1,568,599,565,525,540,337,5,X
00218.mp4,7,169,A,2,1,2,741,332,560,585,591,605,6,X
00218.mp4,8,197,B,2,1,2,886,620,823,602,751,349,6,X
00218.mp4,9,216,A,2,2,2,763,365,720,568,821,604,6,X
00218.mp4,10,233,B,2,1,2,520,561,618,544,698,419,8,B
00219.mp4,1,44,B,2,1,2,623,528,661,509,585,329,1,X
00219.mp4,2,53,B,2,2,2,590,528,630,511,595,328,1,X
00219.mp4,3,63,A,2,2,2,0,0,568,314,620,513,6,X
00219.mp4,4,73,A,2,2,2,525,346,569,330,640,493,6,X
00219.mp4,5,90,B,2,1,2,463,486,596,322,573,337,8,X
00219.mp4,6,135,A,2,2,1,638,279,629,492,1021,357,3,X
00219.mp4,7,154,B,2,2,2,796,534,755,511,678,280,6,X
00219.mp4,8,179,A,2,1,2,776,345,754,345,770,535,6,X
00219.mp4,9,218,B,2,2,1,888,577,788,560,719,314,7,X
00219.mp4,10,233,A,2,2,2,537,316,608,305,825,575,6,X
00219.mp4,11,266,B,2,1,2,408,506,510,497,536,318,6,A
00220.mp4,1,11,B,2,1,2,0,0,612,564,709,431,1,X
00220.mp4,2,32,A,2,2,2,695,449,719,435,664,565,6,X
00220.mp4,3,64,B,1,2,1,455,608,570,572,593,427,5,X
00220.mp4,4,86,A,2,2,1,570,437,548,589,1071,386,6,X
00220.mp4,5,128,B,2,1,2,476,592,571,580,597,426,8,B
00221.mp4,1,5,B,2,1,2,0,0,571,323,650,519,1,X
00221.mp4,2,37,A,2,2,1,516,289,306,414,580,546,5,X
00221.mp4,3,53,B,2,2,2,802,575,681,542,307,414,6,X
00221.mp4,4,85,A,2,1,2,0,0,724,345,701,533,6,X
00221.mp4,5,125,A,2,1,2,710,377,604,498,672,513,8,X
00221.mp4,6,128,A,2,1,2,700,380,596,493,672,529,8,X
00221.mp4,7,171,A,2,1,2,485,321,307,414,601,599,6,B
00222.mp4,1,50,A,2,2,2,531,426,651,551,1083,360,8,X
00222.mp4,2,69,B,2,2,2,533,599,561,581,1084,359,8,X
00222.mp4,3,93,B,1,2,1,531,651,527,610,1085,359,3,X
00222.mp4,4,161,B,1,2,1,427,616,456,583,655,368,3,X
00222.mp4,5,188,B,2,2,2,573,622,596,608,553,378,6,X
00222.mp4,6,209,B,2,2,2,653,578,620,565,1085,358,8,X
00222.mp4,7,234,A,2,2,2,0,0,637,554,1085,358,3,X
00222.mp4,8,277,B,2,1,2,411,579,529,559,1085,357,6,X
00222.mp4,9,303,A,2,2,1,430,391,528,568,1085,358,4,X
00222.mp4,10,323,B,2,1,2,411,593,504,576,1085,357,6,X
00222.mp4,11,333,B,2,1,2,522,572,489,551,1085,358,8,X
00222.mp4,12,354,A,2,2,2,711,377,545,546,1085,358,6,X
00222.mp4,13,411,B,2,2,1,852,652,836,632,1091,364,3,X
00222.mp4,14,471,B,2,1,2,417,577,504,561,1084,357,6,X
00222.mp4,15,503,A,2,2,2,461,423,552,561,1085,357,8,X
00222.mp4,16,523,A,2,2,2,0,0,537,578,1084,358,8,X
00222.mp4,17,535,B,2,2,1,0,0,557,408,520,427,3,X
00222.mp4,18,562,B,2,2,1,387,651,402,628,1085,359,3,X
00222.mp4,19,603,A,2,2,1,457,335,545,583,1085,359,3,X
00222.mp4,20,626,B,2,2,1,442,585,505,560,1085,358,3,X
00222.mp4,21,646,B,2,2,2,456,604,427,588,1085,359,6,X
00222.mp4,22,666,A,2,2,1,490,362,562,578,1085,359,7,X
00222.mp4,23,684,A,2,2,2,788,368,543,350,1085,359,6,X
00222.mp4,24,703,A,2,2,2,0,0,743,516,1084,359,3,X
00222.mp4,25,709,A,2,2,2,0,0,773,521,1085,358,3,B
00223.mp4,1,25,B,2,2,2,581,512,518,485,1032,307,6,X
00223.mp4,2,69,A,2,1,2,442,311,548,461,1030,308,6,B
00224.mp4,1,48,A,2,1,2,1025,384,731,384,696,490,8,X
00224.mp4,2,79,B,1,2,1,387,557,410,557,610,373,3,X
00224.mp4,3,104,A,2,2,1,678,360,660,360,600,553,5,X
00224.mp4,4,120,B,2,2,2,833,500,816,500,666,367,6,X
00224.mp4,5,152,A,1,2,1,703,352,705,352,748,488,5,X
00224.mp4,6,190,A,2,2,1,666,373,694,373,677,477,5,X
00224.mp4,7,217,B,2,1,2,1046,469,704,469,714,394,8,X
00224.mp4,8,273,A,2,1,1,1032,355,735,355,714,477,3,X
00224.mp4,9,290,B,2,2,2,980,492,780,492,720,359,6,X
00224.mp4,10,308,A,2,2,1,733,367,735,367,752,488,5,X
00224.mp4,11,382,A,2,2,2,1191,386,753,386,714,485,8,X
00224.mp4,12,408,B,2,1,2,1158,610,717,610,700,374,6,X
00224.mp4,13,426,B,2,2,1,1006,635,793,635,696,372,7,X
00224.mp4,14,444,A,2,1,1,730,371,724,371,720,576,6,X
00224.mp4,15,454,A,2,1,2,970,377,732,377,715,507,6,X
00224.mp4,16,489,B,2,2,1,920,584,900,584,703,373,3,X
00224.mp4,17,517,A,2,1,2,1093,382,779,382,767,514,8,X
00224.mp4,18,541,B,2,1,2,0,0,719,460,664,373,6,X
00224.mp4,19,568,A,2,2,1,1148,362,645,362,705,459,7,X
00224.mp4,20,582,B,2,1,2,1126,495,624,495,592,366,6,X
00224.mp4,21,638,B,2,1,2,0,0,571,499,604,377,6,A
00225.mp4,1,34,A,2,1,2,592,299,562,482,1130,420,1,X
00225.mp4,2,53,B,2,1,2,491,483,571,466,1132,419,6,X
00225.mp4,3,70,A,2,2,1,698,287,598,432,1128,420,6,X
00225.mp4,4,89,B,2,2,1,717,453,678,438,1128,419,6,X
00225.mp4,5,110,A,2,2,2,513,277,606,428,1128,418,6,B
00226.mp4,1,31,B,2,1,2,696,499,696,499,680,381,6,X
00226.mp4,2,62,B,2,2,1,875,562,848,562,705,372,7,X
00226.mp4,3,79,A,2,2,2,0,0,631,374,647,516,6,X
00226.mp4,4,100,B,2,1,2,453,489,479,489,599,373,6,X
00226.mp4,5,139,A,1,2,1,688,356,665,356,714,494,5,X
00226.mp4,6,174,B,2,2,1,868,531,876,531,671,372,5,X
00226.mp4,7,194,A,2,2,2,775,372,741,372,787,560,6,X
00226.mp4,8,221,B,2,2,1,862,513,867,513,737,372,5,X
00226.mp4,9,231,B,2,2,1,636,548,796,548,622,371,5,B
00227.mp4,1,53,B,2,1,2,658,460,658,460,624,375,8,X
00227.mp4,2,77,A,2,1,2,0,0,691,400,668,475,6,B
00228.mp4,1,71,A,2,2,1,0,0,549,347,616,565,3,X
00228.mp4,2,113,A,2,2,1,520,355,577,564,562,583,5,X
00228.mp4,3,132,B,2,2,2,447,586,507,571,584,358,8,X
00228.mp4,4,170,A,2,2,1,526,339,572,571,1089,361,5,X
00228.mp4,5,182,B,2,2,2,832,588,677,572,575,357,6,X
00228.mp4,6,195,B,2,2,2,941,587,742,551,621,364,8,A
00229.mp4,1,8,B,2,1,2,0,0,555,389,657,558,2,X
00229.mp4,2,30,A,2,2,2,537,422,624,577,1085,357,8,X
00229.mp4,3,69,B,1,2,1,525,644,514,600,1085,357,3,X
00229.mp4,4,122,B,2,2,2,847,597,770,569,751,379,6,X
00229.mp4,5,150,A,2,1,2,816,426,683,561,1085,358,8,X
00229.mp4,6,188,B,2,2,1,846,650,833,634,718,400,3,X
00229.mp4,7,215,A,2,2,2,445,422,667,591,1085,358,8,X
00229.mp4,8,245,B,1,2,1,451,600,463,570,1085,358,5,X
00229.mp4,9,261,A,2,2,2,419,395,445,621,1085,358,6,B
00230.mp4,1,14,A,2,2,2,0,0,726,593,1084,357,2,X
00230.mp4,2,57,B,2,2,1,0,0,692,639,1085,358,3,X
00230.mp4,3,79,B,2,2,1,0,0,638,375,1086,358,5,X
00230.mp4,4,100,A,2,2,2,463,401,622,598,1086,358,8,X
00230.mp4,5,125,B,2,1,2,0,0,505,553,1085,357,6,X
00230.mp4,6,150,A,2,1,2,810,426,645,557,1086,358,8,X
00230.mp4,7,181,B,2,2,1,830,606,717,577,1086,358,3,X
00230.mp4,8,221,B,2,2,2,680,583,725,568,1085,358,6,X
00230.mp4,9,251,A,2,2,2,545,440,647,552,1085,359,8,X
00230.mp4,10,283,B,1,2,1,496,618,553,587,1085,359,3,X
00230.mp4,11,301,A,2,1,2,790,401,1085,359,525,615,6,X
00230.mp4,12,333,B,2,2,2,902,554,815,525,1085,359,8,A
00231.mp4,1,65,B,2,2,2,644,584,581,545,1004,401,6,X
00231.mp4,2,128,B,2,1,2,511,588,562,542,637,393,6,X
00231.mp4,3,156,A,2,2,2,466,458,521,445,1005,399,8,X
00231.mp4,4,190,B,2,2,1,441,658,424,636,573,406,5,X
00231.mp4,5,211,A,2,2,2,531,411,522,616,1003,401,6,X
00231.mp4,6,239,B,2,2,2,777,583,728,542,638,396,8,X
00231.mp4,7,273,A,2,2,1,767,390,717,575,1003,402,5,X
00231.mp4,8,288,B,2,2,2,840,614,763,599,790,397,6,X
00231.mp4,9,342,B,2,2,1,820,617,763,602,750,423,4,X
00231.mp4,10,367,A,2,1,2,806,449,718,580,1004,400,8,X
00231.mp4,11,407,B,2,2,2,830,670,804,656,736,420,6,X
00231.mp4,12,427,A,2,1,2,802,437,752,424,749,612,6,X
00231.mp4,13,461,B,1,2,1,473,640,514,625,637,404,3,X
00231.mp4,14,501,A,2,2,1,580,398,557,595,1004,400,5,X
00231.mp4,15,520,B,2,2,2,796,607,1006,405,607,379,8,X
00231.mp4,16,552,A,2,1,2,732,454,691,566,1002,402,8,X
00231.mp4,17,578,B,2,1,2,483,561,679,417,1002,401,8,X
00231.mp4,18,598,A,2,2,2,483,447,556,434,1002,401,8,X
00231.mp4,19,649,A,2,2,2,535,436,526,504,1005,399,8,X
00231.mp4,20,662,A,2,2,2,561,439,541,533,1003,401,6,X
00231.mp4,21,680,A,2,2,1,575,408,626,571,1003,401,5,X
00231.mp4,22,694,B,2,1,2,455,623,565,614,564,392,6,X
00231.mp4,23,719,A,2,2,2,466,465,561,580,1004,401,6,X
00231.mp4,24,735,B,2,2,1,463,611,524,599,509,437,3,X
00231.mp4,25,768,B,2,2,2,644,609,641,576,602,408,6,X
00231.mp4,26,793,A,2,2,1,572,405,577,584,1003,402,5,X
00231.mp4,27,833,B,2,2,1,871,657,814,643,708,415,7,X
00231.mp4,28,863,A,2,1,2,731,441,708,587,1003,401,6,X
00231.mp4,29,893,B,2,1,2,427,552,534,535,1005,400,8,A
00232.mp4,1,33,B,2,2,1,566,561,571,539,616,328,3,X
00232.mp4,2,51,A,2,1,2,512,331,586,591,534,606,6,X
00232.mp4,3,59,A,2,2,1,517,324,584,562,980,331,7,X
00232.mp4,4,73,B,2,1,2,476,571,548,558,534,320,6,X
00232.mp4,5,92,A,2,1,2,681,346,639,548,651,559,6,X
00232.mp4,6,119,B,2,2,1,820,580,733,567,711,335,6,X
00232.mp4,7,140,B,2,1,2,816,562,770,550,720,333,6,A
00233.mp4,1,18,A,2,1,2,661,343,537,522,575,557,1,X
00233.mp4,2,36,B,2,2,2,617,532,645,327,299,412,6,X
00233.mp4,3,54,B,2,1,2,690,520,570,490,648,349,6,X
00233.mp4,4,76,A,2,1,2,783,386,685,501,300,413,8,X
00233.mp4,5,147,A,2,1,2,0,0,301,413,660,502,3,X
00233.mp4,6,161,A,2,2,1,516,292,600,520,583,535,5,X
00233.mp4,7,177,B,2,1,2,480,556,565,544,548,300,6,X
00233.mp4,8,219,B,2,1,2,732,552,655,525,734,374,6,X
00233.mp4,9,256,B,2,2,2,0,0,300,412,706,474,1,X
00233.mp4,10,311,B,2,1,2,425,554,521,546,562,307,6,X
00233.mp4,11,342,A,2,1,2,514,373,555,522,533,546,6,X
00233.mp4,12,378,B,2,2,1,813,629,747,617,667,340,7,X
00233.mp4,13,385,B,2,2,2,785,630,738,612,687,336,6,X
00233.mp4,14,397,B,2,1,2,775,621,703,604,726,343,6,X
00233.mp4,15,414,B,2,2,2,622,574,636,532,647,352,4,X
00233.mp4,16,455,A,2,1,2,0,0,291,419,523,452,1,A
00234.mp4,1,57,A,2,1,2,0,0,665,332,603,493,6,X
00234.mp4,2,79,B,2,1,2,506,489,574,459,608,332,8,X
00234.mp4,3,103,A,2,2,2,476,369,543,452,516,468,8,X
00234.mp4,4,148,B,2,2,1,603,580,584,567,600,298,5,X
00234.mp4,5,164,A,2,1,2,800,300,616,570,1158,348,6,X
00234.mp4,6,191,A,2,1,2,0,0,652,515,1013,356,6,X
00234.mp4,7,199,A,2,2,1,0,0,251,287,655,505,3,B
00235.mp4,1,16,A,2,2,2,603,365,595,349,309,413,6,X
00235.mp4,2,31,B,2,2,2,653,539,310,414,635,384,8,X
00235.mp4,3,66,A,2,2,2,0,0,299,422,652,495,8,X
00235.mp4,4,119,A,2,2,2,673,392,665,482,309,415,8,X
00235.mp4,5,166,A,2,2,1,518,318,311,414,640,602,4,X
00235.mp4,6,195,B,2,1,2,470,575,545,547,311,414,6,X
00235.mp4,7,217,A,2,1,2,0,0,605,344,549,523,6,X
00235.mp4,8,247,B,2,1,2,503,502,599,338,311,413,8,X
00235.mp4,9,266,A,2,2,2,500,387,574,459,530,499,8,X
00235.mp4,10,282,A,2,2,2,512,464,592,446,312,414,8,B
00236.mp4,1,43,A,2,2,2,733,423,646,556,1086,358,8,X
00236.mp4,2,70,B,2,2,1,862,637,783,623,736,406,3,X
00236.mp4,3,84,A,2,2,1,787,401,769,602,1086,359,3,X
00236.mp4,4,110,B,2,1,2,450,560,507,521,1085,358,8,X
00236.mp4,5,131,A,2,1,2,0,0,515,520,1086,358,8,X
00236.mp4,6,149,A,2,2,1,493,346,551,551,1086,358,3,X
00236.mp4,7,176,B,2,2,2,873,572,822,530,1085,358,8,X
00236.mp4,8,196,A,2,2,2,828,382,822,535,1085,358,3,X
00236.mp4,9,215,A,1,2,1,830,356,759,556,1086,357,3,X
00236.mp4,10,258,B,2,2,1,896,620,841,600,1090,362,3,X
00236.mp4,11,275,A,2,1,2,831,399,849,596,1085,357,6,X
00236.mp4,12,302,B,2,2,2,842,551,816,513,1085,357,8,X
00236.mp4,13,330,A,2,2,2,463,437,676,529,1085,357,8,X
00236.mp4,14,363,B,1,2,1,572,626,551,574,1085,358,3,X
00236.mp4,15,422,B,1,2,1,438,584,519,566,1085,358,3,X
00236.mp4,16,452,A,2,2,2,453,417,534,561,1085,358,8,X
00236.mp4,17,478,B,2,1,2,462,557,507,517,1085,358,6,X
00236.mp4,18,505,A,2,2,2,418,455,534,531,1085,358,8,X
00236.mp4,19,531,B,2,2,1,431,615,544,412,1085,357,3,X
00236.mp4,20,582,B,2,2,2,811,594,708,569,1085,357,6,X
00236.mp4,21,614,A,2,1,2,791,428,707,560,1085,358,8,X
00236.mp4,22,665,B,2,2,1,486,651,495,631,1085,358,3,X
00236.mp4,23,705,A,2,2,1,511,339,565,584,1085,358,3,X
00236.mp4,24,734,B,2,2,1,810,626,789,608,651,369,3,X
00236.mp4,25,765,A,2,1,2,831,444,713,561,1085,358,8,X
00236.mp4,26,774,A,2,1,2,838,445,690,560,1085,358,8,X
00236.mp4,27,792,B,2,2,2,751,540,768,525,1085,358,8,X
00236.mp4,28,831,A,2,2,2,501,375,625,538,1085,358,3,X
00236.mp4,29,857,B,2,2,2,845,562,754,543,1085,357,6,X
00236.mp4,30,887,A,2,1,2,0,0,707,552,1085,357,8,X
00236.mp4,31,915,B,2,1,2,435,529,524,508,1085,358,6,X
00236.mp4,32,953,A,2,2,1,493,375,542,527,1085,358,3,X
00236.mp4,33,972,A,2,2,1,0,0,578,568,1086,357,3,X
00236.mp4,34,1004,B,2,2,1,530,650,506,620,1086,357,5,X
00236.mp4,35,1028,A,2,1,2,856,415,1086,357,556,588,8,B
00237.mp4,1,32,B,2,2,2,611,586,663,567,593,445,1,X
00237.mp4,2,59,A,2,2,2,570,461,610,579,1090,407,8,X
00237.mp4,3,79,B,2,2,2,745,623,650,601,654,452,6,X
00237.mp4,4,97,B,2,2,1,818,662,760,646,682,438,7,X
00237.mp4,5,120,A,2,2,2,622,454,646,597,1089,407,6,X
00237.mp4,6,147,B,2,1,2,427,580,496,545,597,426,8,X
00237.mp4,7,227,B,1,2,1,425,641,441,614,584,409,3,X
00237.mp4,8,247,A,2,2,2,475,436,529,420,488,604,6,X
00237.mp4,9,271,B,2,1,2,582,597,572,577,588,413,8,X
00237.mp4,10,308,A,2,2,1,501,417,541,398,561,577,3,X
00237.mp4,11,345,B,1,2,1,447,645,455,607,604,413,3,X
00237.mp4,12,364,A,2,2,2,502,436,531,424,506,603,6,X
00237.mp4,13,390,B,2,2,2,798,593,742,556,1091,407,6,X
00237.mp4,14,414,A,2,2,1,787,432,708,415,719,562,3,X
00237.mp4,15,438,B,2,2,2,852,571,780,542,727,435,6,X
00237.mp4,16,470,A,2,1,2,846,477,780,463,725,559,8,X
00237.mp4,17,497,B,2,2,2,861,558,800,523,728,443,8,X
00237.mp4,18,526,A,2,2,1,0,0,708,528,1090,408,3,X
00237.mp4,19,545,A,2,2,1,696,414,708,394,685,560,3,X
00237.mp4,20,596,B,1,2,1,450,641,453,611,596,409,3,X
00237.mp4,21,660,B,2,1,2,472,590,528,558,566,408,8,X
00237.mp4,22,735,B,2,2,1,871,621,839,591,713,426,5,X
00237.mp4,23,789,B,2,2,2,458,622,681,604,641,445,2,A
00238.mp4,1,40,A,2,2,2,625,456,548,583,1089,409,2,X
00238.mp4,2,61,A,2,1,2,0,0,508,614,1089,408,2,X
00238.mp4,3,100,B,2,2,1,502,655,477,629,585,420,5,X
00238.mp4,4,118,A,2,2,2,460,434,542,419,511,597,6,X
00238.mp4,5,132,B,2,2,2,518,601,506,584,544,418,6,X
00238.mp4,6,144,B,2,1,2,536,591,533,577,597,417,8,X
00238.mp4,7,188,A,2,2,1,523,408,551,388,576,568,3,X
00238.mp4,8,221,B,1,2,1,446,636,469,605,599,411,3,X
00238.mp4,9,243,A,2,2,2,456,438,518,425,487,631,6,X
00238.mp4,10,268,B,2,2,2,458,582,519,551,578,424,6,A
00239.mp4,1,50,A,2,1,2,0,0,716,484,1117,376,1,X
00239.mp4,2,72,B,2,2,2,683,535,1133,419,1118,376,6,X
00239.mp4,3,107,B,2,2,1,702,611,709,590,1133,427,5,A
00240.mp4,1,45,B,2,1,2,0,0,263,299,685,332,1,X
00240.mp4,2,95,B,2,2,2,813,550,776,532,762,284,6,X
00240.mp4,3,122,A,2,2,2,710,352,690,490,706,533,8,X
00240.mp4,4,155,B,2,2,1,856,628,782,607,715,315,7,X
00240.mp4,5,191,A,2,2,1,496,294,266,295,572,533,7,X
00240.mp4,6,236,A,2,1,2,649,356,594,491,609,509,8,X
00240.mp4,7,259,B,2,2,2,0,0,267,296,606,318,6,X
00240.mp4,8,294,A,2,1,2,0,0,266,296,589,507,6,A
00241.mp4,1,10,A,2,1,2,628,444,660,426,550,591,2,X
00241.mp4,2,42,B,2,1,2,577,657,526,636,655,411,2,X
00241.mp4,3,64,B,2,2,1,553,670,602,407,1010,402,5,X
00241.mp4,4,88,A,2,2,2,530,431,542,602,537,617,6,B
00242.mp4,1,24,A,2,1,2,0,0,625,378,496,508,1,X
00242.mp4,2,40,B,2,2,2,592,458,1224,458,589,374,8,X
00242.mp4,3,76,A,2,1,2,650,396,605,396,632,466,8,B
00243.mp4,1,40,A,2,1,2,636,348,653,329,542,510,1,X
00243.mp4,2,68,B,1,2,1,516,606,503,579,606,307,5,X
00243.mp4,3,88,A,2,2,2,475,325,559,311,575,589,6,X
00243.mp4,4,137,A,2,2,1,726,296,725,266,674,546,5,X
00243.mp4,5,151,B,2,2,2,675,579,732,559,695,284,6,X
00243.mp4,6,177,A,2,2,2,462,351,606,515,1015,317,6,X
00243.mp4,7,192,A,2,1,2,0,0,555,329,508,530,6,B
00244.mp4,1,56,B,2,1,2,0,0,265,295,632,499,1,X
00244.mp4,2,69,A,2,1,2,623,355,668,479,596,520,6,X
00244.mp4,3,121,A,2,2,1,556,298,267,295,669,562,5,X
00244.mp4,4,136,B,2,1,2,441,558,535,511,262,299,6,X
00244.mp4,5,164,A,2,2,1,475,286,267,294,521,524,7,X
00244.mp4,6,189,B,2,2,2,802,534,766,483,614,299,6,X
00244.mp4,7,215,A,2,1,2,782,357,722,483,735,516,8,X
00244.mp4,8,263,A,2,2,1,676,327,705,550,682,573,6,X
00244.mp4,9,284,B,2,1,2,500,521,588,500,264,298,6,X
00244.mp4,10,311,A,2,2,2,491,344,571,493,540,511,8,X
00244.mp4,11,358,A,2,2,2,511,307,267,295,733,591,6,X
00244.mp4,12,391,B,2,1,2,452,508,559,488,265,298,8,X
00244.mp4,13,428,A,2,2,1,765,276,642,514,658,534,7,X
00244.mp4,14,438,B,2,2,2,800,569,753,549,265,300,6,X
00244.mp4,15,453,A,2,2,2,0,0,265,296,667,542,6,X
00244.mp4,16,489,B,2,1,2,495,562,602,532,265,298,6,X
00244.mp4,17,512,A,2,1,2,0,0,266,296,586,547,1,A
00245.mp4,1,20,A,2,2,2,638,457,737,589,1089,409,2,X
00245.mp4,2,34,A,2,2,2,0,0,727,615,1089,408,2,X
00245.mp4,3,80,B,2,2,1,792,657,736,642,681,420,3,X
00245.mp4,4,106,A,1,2,1,795,418,764,393,705,587,3,X
00245.mp4,5,136,B,2,2,2,842,591,797,549,755,429,8,X
00245.mp4,6,179,A,2,2,1,461,411,509,397,592,588,3,X
00245.mp4,7,200,B,2,1,1,436,600,516,573,548,399,6,A
00246.mp4,1,31,A,2,2,2,0,0,613,479,575,494,6,X
00246.mp4,2,37,A,2,2,2,1037,380,1204,448,656,460,6,X
00246.mp4,3,48,B,2,2,2,1187,495,1210,447,664,453,6,X
00246.mp4,4,63,B,2,2,2,723,465,726,465,659,378,6,X
00246.mp4,5,100,A,2,2,1,0,0,612,469,577,483,5,X
00246.mp4,6,128,B,2,1,2,436,480,529,448,605,363,8,X
00246.mp4,7,165,A,2,2,1,554,363,547,473,1199,449,7,X
00246.mp4,8,195,B,2,1,2,504,467,573,447,608,368,8,A
00247.mp4,1,42,B,2,2,2,693,508,630,489,1130,419,1,X
00247.mp4,2,72,A,2,2,1,771,296,708,488,1129,419,5,X
00247.mp4,3,111,B,1,2,1,888,602,883,578,696,277,3,X
00247.mp4,4,151,A,2,2,2,816,258,912,354,719,509,6,X
00247.mp4,5,180,B,1,2,1,839,602,799,564,710,281,3,X
00247.mp4,6,216,A,2,2,1,580,259,670,515,912,354,7,X
00247.mp4,7,244,B,2,1,2,533,494,587,439,20,302,6,X
00247.mp4,8,267,A,2,2,2,520,304,570,434,912,354,6,X
